testID, questionID, MC, POINTS, CORRECT, gptRATE, gptTOPIC
13-11-08-B, Q8,1,3, 0, "[4, 4, 5, 2, 5, 4, 5, 3, 4, 2, 4]", "[Coordinate Geometry, Parabola, Tangent Lines, Quadratic Equations, Intersection Points]"
13-11-08-B, Q9,1,3, 0, "[3, 4, 5, 2, 5, 4, 5, 3, 4, 2, 4]", "[Combinatorics, Selection, Counting, Restrictions, Replacement]"
13-11-08-B, Q10,1,3, 0, "[4, 4, 5, 2, 5, 4, 5, 3, 4, 2, 4]", "[Functions, Inequalities, Intersection Points, Rational Functions, Integer Solutions]"
13-11-08-B, Q11,1,3, 0,  "[4, 4, 5, 2, 5, 4, 5, 3, 4, 2, 4]", "[Sequences, Logarithms, Recurrence Relations, General Terms, Algebraic Manipulation]"
13-11-08-B, Q12,1,3, 0, "[4, 4, 5, 2, 5, 4, 5, 3, 4, 2, 4]", "[Functions, Continuity, Piecewise Functions, Quadratic Functions, Limits]"
13-11-08-B, Q13,1,3, 0,  "[4, 4, 5, 2, 5, 4, 5, 3, 4, 2, 4]", "[Calculus, Volume, Rotation, Solid of Revolution, Hyperbolas]"
13-11-08-B, Q14,1,4, 0, "[4, 4, 5, 2, 5, 4, 5, 3, 4, 2, 4]", "[Rotation, Trigonometry, Geometry, Hyperbolas, Focus, Transformation]"
13-11-08-B, Q15,1,4, 1,  "[5, 5, 5, 3, 5, 5, 5, 3, 5, 2, 5]", "[Geometry, Limits, Sequences, Areas, Rectangles, Circular Sectors]"
13-11-08-B, Q16,1,4, 1, "[5, 5, 5, 3, 5, 5, 5, 3, 5, 2, 5]", "[Probability, Probability Density Function, Random Variables, Expectations, Continuous Distributions]"
13-11-08-B, Q17,1,4, 0, "[4, 5, 5, 3, 5, 5, 5, 3, 4, 2, 4]", "[Matrices, Linear Algebra, Matrix Operations, Matrix Inverse, Identity Matrix, Zero Matrix]"
13-11-08-B, Q18,1,4, 1, "[5, 4, 5, 4, 5, 5, 5, 3, 5, 2, 5]", "[Trigonometric Functions, Limits, Intersections, Asymptotic Behavior]"
13-11-08-B, Q19,1,4, 1, "[4, 4, 5, 3, 5, 4, 5, 4, 4, 3, 5]", "[Geometry, Sphere, Coordinate Geometry, Intersection, Radius]"
13-11-08-B, Q20,1,4, 0, "[4, 4, 5, 3, 5, 4, 5, 4, 4, 3, 5]", "[Logarithms, Characteristic, Mantissa, Number Theory]"
13-11-08-B, Q21,1,4, 0, "[4, 4, 5, 3, 5, 4, 5, 4, 4, 3, 5]", "[Integration, Continuous Functions, Symmetry, Calculus]"
13-11-08-B, Q22,0,3, 1, "[2, 2, 5, 1, 5, 1, 5, 3, 3, 1, 3]", "[Derivatives, Exponential Functions, Calculus]"
13-11-08-B, Q23,0,3, 1, "[2, 2, 5, 2, 5, 2, 5, 3, 3, 1, 3]", "[Probability, Combinatorics, Ratios]"
13-11-08-B, Q24,0,3, 0, "[4, 4, 5, 3, 5, 3, 5, 4, 4, 3, 4]", "[Quadratic Equations, Algebra, Irrational Equations]"
13-11-08-B, Q25,0,3, 0, "[4, 4, 5, 3, 5, 3, 5, 4, 4, 3, 4]", "[Fluid Dynamics, Logarithmic Equations, Algebra, Mathematical Modeling]"
13-11-08-B, Q26,0,4, 0, "[4, 4, 5, 3, 5, 3, 5, 4, 4, 3, 4]", "[Statistics, Confidence Intervals, Proportions, Normal Distribution]"
13-11-08-B, Q27,0,4, 0, "[4, 4, 5, 3, 5, 3, 5, 4, 4, 3, 4]", "[Conic Sections, Ellipses, Distance Formula, Coordinate Geometry]"
13-11-08-B, Q28,0,4, 0, "[4, 4, 5, 3, 5, 3, 5, 4, 4, 3, 4]", "[Triangles, Geometry, Limits, Trigonometry]"
13-11-08-B, Q29,0,4, 0, "[5, 5, 5, 3, 5, 3, 5, 4, 4, 2, 5]", "[Geometry, Vectors, 3D Geometry, Optimization]"
13-11-08-B, Q30,0,4, 0, "[5, 5, 5, 3, 5, 3, 5, 4, 4, 2, 5]", "[Calculus, Quadratic Functions, Derivatives, Optimization]"14-11-15-A, Q1,,2,1,"[2,3,4,2,5,2,5,2,3,3, 3]", "[Exponents, Fractional Powers, Arithmetic Operations]"
14-11-15-A, Q2,,2,1,"[2,2,4,2,5,2,5,2,2,2, 2]", "[Matrix Addition, Arithmetic Operations]",
14-11-15-A, Q3,,2,1,"[3,4,4,3,5,2,5,3,3,3, 4]", "[Limits, Rational Functions, Calculus]"
14-11-15-A, Q4,,3,1,"[3,3,3,2,4,3,5,3,3,3, 3]", "[Graph Theory, Adjacency Matrix, Discrete Mathematics]"
14-11-15-A, Q5,,3,1,"[3,3,4,3,5,3,5,3,3,3, 4]", "[Sequences, Geometric Progression, Exponents]"
14-11-15-A, Q6,,3,1,"[3,4,4,3,5,2,5,3,3,3, 4]", "[Definite Integrals, Algebraic Manipulation, Calculus]"
14-11-15-A, Q7,,3,1,"[3,4,4,3,5,3,5,3,3,3, 4]", "[Binomial Expansion, Algebra, Exponents]"
14-11-15-A, Q8,,3,0,"[3,4,4,3,5,2,5,3,3,3, 4]", "[Limits, Piecewise Functions, Calculus]"
14-11-15-A, Q9,,3,1,"[3,3,4,3,5,3,5,3,3,3, 4]", "[Sequences, Series, Algebra]"
14-11-15-A, Q10,,3,1,"[4,4,5,3,5,3,5,3,3,3, 4]", "[Logarithms, Algebra, Signal Processing]"
14-11-15-A, Q11,,3,1,"[4,4,4,3,5,3,5,3,3,3, 4]", "[Geometric Series, Sequences, Series]"
14-11-15-A, Q12,,3,1,"[4,3,5,3,5,3,5,3,3,3, 4]", "[Probability, Normal Distribution, Statistics]"
14-11-15-A, Q13,,3,1,"[3,3,4,3,5,3,5,3,3,3, 4]", "[Matrices, Linear Algebra, Systems of Equations]"
14-11-15-A, Q14,,4,0,"[4,4,4,3,5,3,5,3,3,3, 4]", "[Linear Equations, Graphing, Algebra]"
14-11-15-A, Q15,,4,1,"[4,4,5,3,5,3,5,3,3,3, 4]", "[Exponential Inequalities, Algebra, Exponents]"
14-11-15-A, Q16,,4,1,"[4,4,5,3,5,3,5,3,3,3, 4]", "[Probability, Conditional Probability, Set Theory]"
14-11-15-A, Q17,,4,0,"[4,4,4,3,5,3,5,3,3,3, 4]", "[Arithmetic Sequences, Series, Algebra]"
14-11-15-A, Q18,,4,1,"[4,3,5,3,5,3,5,3,3,3, 4]", "[Systems of Equations, Integer Solutions, Combinatorics]"
14-11-15-A, Q19,,4,1,"[4,4,4,3,5,3,5,3,3,3, 4]", "[Matrix Operations, Linear Algebra, Matrix Inverses]"
14-11-15-A, Q20,,4,0,"[4,4,5,3,5,3,5,3,3,3, 4]", "[Piecewise Functions, Integrals, Symmetry]"
14-11-15-A, Q21,,4,0,"[4,5,5,3,5,3,5,3,3,3, 4]", "[Cubic Functions, Derivatives, Optimization]"
14-11-15-A, Q22,,3,1,"[2,2,5,3,5,2,5,2,3,3, 3]", "[Limits, Algebra]",
14-11-15-A, Q23,,3,1,"[3,4,5,3,5,3,5,3,3,3, 4]", "[Piecewise Functions, Continuity, Algebra]"
14-11-15-A, Q24,,3,1,"[2,4,5,2,5,2,5,2,3,3, 3]", "[Series, Summation, Algebra]"
14-11-15-A, Q25,,3,1,"[3,4,5,3,5,3,5,3,3,3, 4]", "[Binomial Distribution, Variance, Probability Theory]"
14-11-15-A, Q26,,4,1,"[3,4,5,3,5,3,5,3,3,3, 4]", "[Differentiation, Integration, Polynomial Functions]"
14-11-15-A, Q27,,4,1,"[3,3,5,3,4,3,5,3,3,3, 4]", "[Probability, Continuous Distributions, Integrals]"
14-11-15-A, Q28,,4,0,"[5,4,5,4,4,4,5,4,5,3, 4]", "[Limits, Sequences, Series]"
14-11-15-A, Q29,,4,1,"[4,3,5,3,4,3,5,3,3,3, 4]", "[Polynomials, Derivatives, Local Minima]"
14-11-15-A, Q30,,4,1,"[4,4,5,3,4,3,5,3,4,3, 4]", "[Coordinate Geometry, Triangles, Inequalities]"
14-11-15-B, Q1,,2,1,"[2,3,4,2,5,2,5,2,3,3, 3]", "[Matrix Addition]",,,
14-11-15-B, Q2,,2,1,"[3,4,5,2,5,3,5,2,3,3, 4]", "[Limits, Logarithmic Functions]",,
14-11-15-B, Q3,,2,1,"[3,4,5,2,5,3,5,2,3,3, 4]", "[Trigonometric Functions, Maximum and Minimum Values]",,
14-11-15-B, Q4,,3,1,"[3,3,5,2,5,3,5,2,3,3, 3]", "[Integration, Power Functions]",,
14-11-15-B, Q5,,3,1,"[4,4,5,3,5,4,5,2,3,3, 4]", "[Coordinate Geometry, Section Formula]",,
14-11-15-B, Q6,,3,1,"[4,4,5,3,5,4,5,2,3,3, 4]", "[Matrix Multiplication, Linear Transformations]",,
14-11-15-B, Q7,,3,1,"[4,4,5,3,5,3,5,2,3,3, 4]", "[Geometric Sequences, Series]",,
14-11-15-B, Q8,,3,0,"[4,4,5,3,5,3,5,2,3,3, 4]", "[Probability, Set Theory]",,
14-11-15-B, Q9,,3,1,"[5,4,5,2,5,4,5,2,3,3, 5]", "[Limits, Riemann Sums, Integration]",
14-11-15-B, Q10,,3,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[Parabolas, Geometric Properties, Intersection Points]",
14-11-15-B, Q11,,3,1,"[4,4,5,3,5,3,5,2,3,3, 4]", "[Probability, Normal Distribution]",,
14-11-15-B, Q12,,3,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[Geometry, Perpendicular Distances, 3D Geometry]",
14-11-15-B, Q13,,3,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[Exponential Functions, Limits]",,
14-11-15-B, Q14,,4,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[Exponential Functions, Tangents, Geometry]",
14-11-15-B, Q15,,4,0,"[5,4,5,3,5,3,5,2,3,3, 5]", "[Probability, Conditional Probability, Proportions]",
14-11-15-B, Q16,,4,1,"[4,4,5,3,5,4,5,2,3,3, 4]", "[Matrix Algebra, Matrix Properties]",,
14-11-15-B, Q17,,4,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[Sequences, Factorial Sequences, Recursions]",
14-11-15-B, Q18,,4,1,"[4,4,5,3,5,3,5,2,3,3, 5]", "[Probability, Expected Value, Random Variables]",
14-11-15-B, Q19,,4,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[3D Geometry, Dot Product, Perpendicularity]",
14-11-15-B, Q20,,4,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[Geometry, Limits, Trigonometry, Circles]"
14-11-15-B, Q21,,4,1,"[5,4,5,3,5,4,5,2,3,3, 5]", "[Geometry, Algebra, Coordinate Geometry, Area Inequalities]"
14-11-15-B, Q22,,3,1,"[2,3,5,2,5,2,5,2,3,3, 3]", "[Logarithms, Exponentiation, Algebra]",
14-11-15-B, Q23,,3,1,"[2,3,5,2,5,2,5,2,3,3, 3]", "[Differentiation, Functions, Exponentials]",
14-11-15-B, Q24,,3,1,"[3,4,5,3,5,3,5,2,3,3, 5]", "[Radicals, Quadratic Equations, Solving Equations]",
14-11-15-B, Q25,,3,1,"[3,4,4,2,5,3,5,2,3,3, 4]", "[Logarithmic Functions, Signal Processing, Ratios]",
14-11-15-B, Q26,,4,1,"[4,3,5,3,4,3,5,2,3,4, 5]", "[Number Theory, Odd Numbers, Inequalities]",
14-11-15-B, Q27,,4,1,"[4,3,5,4,3,4,5,3,4,5, 4]", "[Ellipses, Geometry, Trigonometry]",
14-11-15-B, Q28,,4,1,"[4,4,5,3,4,4,5,3,5,4, 4]", "[Integrals, Exponential Functions, Area Calculation]",
14-11-15-B, Q29,,4,1,"[4,4,4,2,4,5,5,3,4,4, 4]", "[Geometry, Spheres, Circles, Projection]"
14-11-15-B, Q30,,4,1,"[4,5,4,3,5,4,4,5,3,4, 5]", "[Calculus, Differentiability, Absolute Functions]",
15-11-13-A, Q1,,2,1,"[2,3,5,1,5,2,5,2,3,2, 3]", "[Matrix Operations, Arithmetic Operations]",,
15-11-13-A, Q2,,2,1,"[2,3,5,1,5,2,5,2,3,2, 3]", "[Exponents, Fractional Powers, Arithmetic Operations]",
15-11-13-A, Q3,,2,1,"[2,3,5,1,5,2,5,3,3,2, 3]", "[Limits, Rational Functions, Algebraic Simplification]",
15-11-13-A, Q4,,3,1,"[3,3,5,2,5,3,5,2,4,3, 3]", "[Graph Theory, Adjacency Matrix, Combinatorics]",
15-11-13-A, Q5,,3,0,"[2,3,5,1,5,2,5,2,3,2, 3]", "[Derivatives, Polynomial Functions, Calculus]",
15-11-13-A, Q6,,3,1,"[2,3,5,1,5,2,5,2,3,2, 3]", "[Probability, Conditional Probability, Set Theory]",
15-11-13-A, Q7,,3,1,"[4,4,5,2,5,3,5,3,4,3, 4]", "[Sequences, Geometric Sequences, Algebraic Manipulation]",
15-11-13-A, Q8,,3,0,"[3,3,5,2,5,3,5,3,4,3, 3]", "[Limits, Piecewise Functions, Graph Interpretation]",
15-11-13-A, Q9,,3,1,"[2,3,5,1,5,2,5,2,3,2, 3]", "[Statistics, Standard Deviation, Sampling Distribution]",
15-11-13-A, Q10,,3,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Sequences, Limits, Quadratic Functions, Asymptotic Behavior]"
15-11-13-A, Q11,,3,1,"[4,4,5,2,5,3,5,3,4,3, 4]", "[Logarithmic Inequalities, Algebra, Inequality Solving]",
15-11-13-A, Q12,,3,1,"[3,3,5,2,5,3,5,3,4,3, 4]", "[Probability, Normal Distribution, Z-scores]",
15-11-13-A, Q13,,3,0,"[3,3,5,2,5,3,5,3,4,3, 3]", "[Area Under Curve, Integration, Graph Interpretation]",
15-11-13-A, Q14,,4,1,"[3,3,5,2,5,3,5,3,4,3, 3]", "[Area Under Curve, Quadratic Functions, Integration]",
15-11-13-A, Q15,,4,0,"[5,5,5,3,5,4,5,4,5,5, 5]", "[Geometry, Infinite Series, Area Calculation, Fractal Geometry]"
15-11-13-A, Q16,,4,0,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Exponential Functions, Financial Mathematics, Algebraic Manipulation]",
15-11-13-A, Q17,,4,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Combinatorics, Integer Partitions, Counting Problems]",
15-11-13-A, Q18,,4,0,"[4,4,5,3,5,4,5,3,4,4, 4]", "[Matrix Algebra, Matrix Equations, Linear Algebra]",
15-11-13-A, Q19,,4,0,"[5,5,5,3,5,4,5,3,5,5, 5]", "[Recursion, Sequences, Factorials, Algebraic Manipulation]"
15-11-13-A, Q20,,4,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Integration, Polynomial Functions, Odd and Even Functions, Fundamental Theorem of Calculus]"
15-11-13-A, Q21,,4,0,"[5,5,5,3,5,4,5,3,4,4, 4]", "[Cubic Functions, Derivatives, Optimization, Differentiability]"
15-11-13-A, Q22,,3,1,"[2,3,4,2,5,2,5,2,3,3, 3]", "[Arithmetic Sequences, Algebra, Sequence Properties]",
15-11-13-A, Q23,,3,1,"[2,3,5,1,5,2,5,2,3,2, 3]", "[Limits, Exponential Functions, Asymptotic Behavior]",
15-11-13-A, Q24,,3,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Linear Algebra, Matrix Equations, System of Linear Equations]",
15-11-13-A, Q25,,3,1,"[3,3,4,2,5,2,5,2,3,3, 3]", "[Probability, Expectation, Discrete Random Variables]",
15-11-13-A, Q26,,4,1,"[3,3,5,2,5,3,5,3,3,3, 3]", "[Probability, Conditional Probability, Total Probability]",
15-11-13-A, Q27,,4,0,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Piecewise Functions, Continuity, Product of Functions, Limits]"
15-11-13-A, Q28,,4,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Limits, Polynomial Functions, Tangent Line, Derivatives]"
15-11-13-A, Q29,,4,1,"[4,4,5,2,5,3,5,3,4,4, 4]", "[Quadratic Functions, Integrals, Absolute Value, Continuity]"
15-11-13-A, Q30,,4,1,"[4,4,5,3,5,3,5,3,4,5, 5]", "[Logarithmic Functions, Linear Equations, Optimization, Geometry]"
15-11-13-B, Q1,,2,1,"[2,3,5,2,5,2,5,3,3,2, 3]", "[Matrix Operations, Arithmetic Operations]",,
15-11-13-B, Q2,,2,1,"[3,4,5,2,5,2,5,3,4,3, 4]", "[Limits, Logarithmic Functions, Trigonometric Functions]",
15-11-13-B, Q3,,2,1,"[3,4,5,2,5,3,5,4,4,3, 4]", "[Coordinate Geometry, Centroid, Algebra]",
15-11-13-B, Q4,,3,1,"[3,4,5,2,5,2,5,3,3,3, 4]", "[Integration, Logarithmic Functions]",,
15-11-13-B, Q5,,3,1,"[3,4,5,2,5,3,5,3,4,3, 4]", "[Probability, Conditional Probability, Set Theory]",
15-11-13-B, Q6,,3,1,"[3,4,5,2,5,3,5,3,4,3, 4]", "[Linear Transformations, Coordinate Geometry, Vectors]",
15-11-13-B, Q7,,3,1,"[4,4,5,2,5,3,5,4,4,3, 4]", "[Differentiation, Exponential Functions, Geometry]",
15-11-13-B, Q8,,3,1,"[3,4,5,2,5,3,5,3,4,3, 4]", "[Probability, Combinatorics]",,
15-11-13-B, Q9,,3,0,"[5,4,5,3,5,4,5,4,5,3, 5]", "[Geometry, Conic Sections, Tangent Lines, Coordinate Geometry]"
15-11-13-B, Q10,,3,1,"[4,4,5,3,5,4,5,4,5,3, 5]", "[Exponential Functions, Algebra, Growth Models]",
15-11-13-B, Q11,,3,1,"[3,3,5,2,5,3,5,3,4,3, 4]", "[Piecewise Functions, Absolute Value Functions, Graph Analysis]",
15-11-13-B, Q12,,3,0,"[3,3,5,2,5,3,5,3,4,3, 4]", "[Radical Equations, Algebra, Function Analysis]",
15-11-13-B, Q13,,3,1,"[5,5,5,4,5,5,5,5,5,4, 5]", "[Geometric Sequences, Fractal Geometry, Infinite Series]",
15-11-13-B, Q14,,4,1,"[2,3,5,2,5,3,5,3,4,3, 4]", "[Combinatorics, Integer Sequences, Inequalities]",
15-11-13-B, Q15,,4,1,"[4,4,5,3,5,4,5,4,5,3, 5]", "[Coordinate Geometry, Parallelograms, Optimization]",
15-11-13-B, Q16,,4,0,"[4,5,5,4,5,4,5,3,5,4, 5]", "[Matrix Algebra, Matrix Operations, System of Equations]",
15-11-13-B, Q17,,4,0,"[5,5,5,5,5,5,5,5,5,5, 5]", "[Recurrence Relations, Sequences, Factorial Functions]",
15-11-13-B, Q18,,4,1,"[4,5,5,4,5,4,5,3,4,4, 5]", "[Probability, Normal Distribution, Statistical Inference]",
15-11-13-B, Q19,,4,0,"[5,5,5,3,5,4,5,3,5,4, 5]", "[Geometry, 3D Geometry, Distance and Projection]",
15-11-13-B, Q20,,4,0,"[3,4,5,2,5,3,5,3,4,3, 4]", "[Logarithms, Number Theory, Properties of Functions]",
15-11-13-B, Q21,,4,0,"[5,5,5,4,5,5,5,5,5,4, 5]", "[Differentiation, Polynomial Functions, Curve Intersections, Implicit Differentiation]"
15-11-13-B, Q22,,3,1,"[2,3,5,2,5,3,5,3,4,3, 4]", "[Arithmetic Sequences, Algebra, Sequences and Series]",
15-11-13-B, Q23,,3,1,"[2,3,5,1,5,2,5,3,5,2, 5]", "[Trigonometric Functions, Derivatives, Basic Differentiation]",
15-11-13-B, Q24,,3,1,"[5,5,5,2,5,3,5,3,5,3, 5]", "[Probability, Integration, Continuous Distributions]",
15-11-13-B, Q25,,3,1,"[5,5,5,3,5,3,5,3,5,3, 5]", "[Geometric Sequences, Limits, Series Convergence]",
15-11-13-B, Q26,,4,0,"[5,5,5,3,5,4,5,3,5,3, 5]", "[Ellipses, Geometry, Coordinate Geometry, Pythagorean Theorem]"
15-11-13-B, Q27,,4,1,"[5,4,5,3,5,4,5,2,5,4, 5]", "[Coordinate Geometry, 3D Geometry, Distance Formula]",
15-11-13-B, Q28,,4,0,"[4,4,5,4,5,3,5,4,5,3, 5]", "[Calculus, Geometry, Limits]",
15-11-13-B, Q29,,4,0,"[5,4,5,4,5,3,5,4,5,3, 5]", "[Vectors, Geometry, Trigonometry]",
15-11-13-B, Q30,,4,0,"[4,5,5,4,4,4,5,4,5,4, 5]", "[Calculus, Definite Integrals, Function Analysis]",
16-11-19-A, Q1,,2,1,"[2,3,5,1,5,1,5,2,3,2, 2]", "[Exponents, Arithmetic Operations]",,
16-11-19-A, Q2,,2,1,"[2,3,5,1,5,1,5,2,3,2, 2]", "[Set Theory, Union of Sets]",,
16-11-19-A, Q3,,2,1,"[2,3,5,1,5,1,5,2,3,2, 2]", "[Logarithms, Properties of Logarithms]",,
16-11-19-A, Q4,,3,1,"[3,3,5,2,5,2,5,3,4,3, 3]", "[Probability, Set Theory, Complementary Events]",
16-11-19-A, Q5,,3,1,"[3,4,5,2,5,2,5,4,3,3, 3]", "[Geometric Sequences, Algebra]",,
16-11-19-A, Q6,,3,1,"[3,4,5,2,5,2,5,3,3,3, 3]", "[Functions, Inverse Functions]",,
16-11-19-A, Q7,,3,1,"[3,4,5,2,5,2,5,3,3,3, 3]", "[Absolute Value Inequalities, Set Theory]",,
16-11-19-A, Q8,,3,1,"[3,4,5,2,5,2,5,3,3,3, 3]", "[Limits, Piecewise Functions]",,
16-11-19-A, Q9,,3,1,"[3,3,5,2,5,2,5,3,3,3, 4]", "[Calculus, Definite Integrals]",,
16-11-19-A, Q10,,3,1,"[3,4,5,2,5,2,5,3,3,3, 3]", "[Functions, Symmetry, Transformations]",
16-11-19-A, Q11,,3,1,"[3,3,5,2,5,2,5,3,3,3, 3]", "[Probability, Combinatorics, Binomial Distribution]",
